,Code,rcp,period,season,variable,parameter,value
3790,PORT,RCP45,2075,annual,max,Sbtm,31.3354183211923
3791,POK,RCP45,2075,annual,max,Sbtm,29.6875862125307
3792,POUL,RCP45,2075,annual,max,Sbtm,30.3659591674805
3793,NRIV,RCP45,2075,annual,max,Sbtm,29.5805297791958
3794,BUCK,RCP45,2075,annual,max,Sbtm,31.9601257294416
3795,PETITE,RCP45,2075,annual,max,Sbtm,30.6555786132812
3796,RIM,RCP45,2075,annual,max,Sbtm,33.1711959838867
3797,SEPT,RCP45,2075,annual,max,Sbtm,32.0748558044434
3798,CH33,RCP45,2075,annual,max,Sbtm,22.3930290220305
3799,CH38,RCP45,2075,annual,max,Sbtm,20.3974157273769
3800,MELM,RCP45,2075,annual,max,Sbtm,26.9081352204084
3801,GreatBay,RCP45,2075,annual,max,Sbtm,31.5745037086308
3802,SUM,RCP45,2075,annual,max,SSS,28.1142997741699
3803,TH,RCP45,2075,annual,max,SSS,30.2563316375017
3804,MASI,RCP45,2075,annual,max,SSS,30.6267681121826
3805,SAC,RCP45,2075,annual,max,SSS,30.5946308076382
3806,PRJ,RCP45,2075,annual,max,SSS,30.8502529142424
3807,HEB,RCP45,2075,annual,max,SSS,30.8108699796721
3808,L3F,RCP45,2075,annual,max,SSS,30.4601657837629
3809,SAM,RCP45,2075,annual,max,SSS,30.4846889525652
3810,MASS,RCP45,2075,annual,max,SSS,30.540316388011
3811,PORT,RCP45,2075,annual,max,SSS,31.3161521926522
3812,POK,RCP45,2075,annual,max,SSS,29.5021457672119
3813,POUL,RCP45,2075,annual,max,SSS,30.1205047667027
3814,NRIV,RCP45,2075,annual,max,SSS,29.5787384063005
3815,BUCK,RCP45,2075,annual,max,SSS,31.9445030242205
3816,PETITE,RCP45,2075,annual,max,SSS,30.9423461928964
3817,RIM,RCP45,2075,annual,max,SSS,27.1980770081282
3818,SEPT,RCP45,2075,annual,max,SSS,31.2655208110809
3819,CH33,RCP45,2075,annual,max,SSS,22.2810285538435
3820,CH38,RCP45,2075,annual,max,SSS,20.1478591859341
3821,MELM,RCP45,2075,annual,max,SSS,26.9791721403599
3822,GreatBay,RCP45,2075,annual,max,SSS,30.9319728910923
3823,SUM,RCP45,2075,annual,max,SST,24.7489666938782
3824,TH,RCP45,2075,annual,max,SST,16.0150331258774
3825,MASI,RCP45,2075,annual,max,SST,16.1314514875412
3826,SAC,RCP45,2075,annual,max,SST,16.6882784366608
3827,PRJ,RCP45,2075,annual,max,SST,15.4002439975739
3828,HEB,RCP45,2075,annual,max,SST,15.4632380008698
3829,L3F,RCP45,2075,annual,max,SST,15.5395832061768
3830,SAM,RCP45,2075,annual,max,SST,16.2115685939789
3831,MASS,RCP45,2075,annual,max,SST,18.8724964857101
3832,PORT,RCP45,2075,annual,max,SST,16.401282787323
3833,POK,RCP45,2075,annual,max,SST,19.2652544975281
3834,POUL,RCP45,2075,annual,max,SST,17.4864989519119
3835,NRIV,RCP45,2075,annual,max,SST,19.3592993021011
3836,BUCK,RCP45,2075,annual,max,SST,15.8207733631134
3837,PETITE,RCP45,2075,annual,max,SST,20.5042843818665
3838,RIM,RCP45,2075,annual,max,SST,16.7688776254654
3839,SEPT,RCP45,2075,annual,max,SST,14.1739020347595
3840,CH33,RCP45,2075,annual,max,SST,16.3492591381073
3841,CH38,RCP45,2075,annual,max,SST,17.3856506347656
3842,MELM,RCP45,2075,annual,max,SST,23.4401814937592
3843,GreatBay,RCP45,2075,annual,max,SST,17.3123639822006
3844,SUM,RCP45,2075,annual,max,Tbtm,24.6186425685883
3845,TH,RCP45,2075,annual,max,Tbtm,14.529657959938
3846,MASI,RCP45,2075,annual,max,Tbtm,16.074024438858
3847,SAC,RCP45,2075,annual,max,Tbtm,16.2609074115753
3848,PRJ,RCP45,2075,annual,max,Tbtm,11.8054974079132
3849,HEB,RCP45,2075,annual,max,Tbtm,11.4600769281387
3850,L3F,RCP45,2075,annual,max,Tbtm,12.9795722961426
3851,SAM,RCP45,2075,annual,max,Tbtm,11.1779669523239
3852,MASS,RCP45,2075,annual,max,Tbtm,14.3214156627655
3853,PORT,RCP45,2075,annual,max,Tbtm,15.1594986915588
3854,POK,RCP45,2075,annual,max,Tbtm,18.5822100639343
3855,POUL,RCP45,2075,annual,max,Tbtm,13.6683622598648
3856,NRIV,RCP45,2075,annual,max,Tbtm,19.2811135053635
3857,BUCK,RCP45,2075,annual,max,Tbtm,15.766265630722
3858,PETITE,RCP45,2075,annual,max,Tbtm,19.6703751087189
3859,RIM,RCP45,2075,annual,max,Tbtm,4.67315709590912
3860,SEPT,RCP45,2075,annual,max,Tbtm,13.6123652458191
3861,CH33,RCP45,2075,annual,max,Tbtm,16.1570308208466
3862,CH38,RCP45,2075,annual,max,Tbtm,17.2569515705109
3863,MELM,RCP45,2075,annual,max,Tbtm,23.2934792041779
3864,GreatBay,RCP45,2075,annual,max,Tbtm,9.89146745204926
3865,SUM,RCP85,2075,annual,max,Sbtm,28.1227752566338
3866,TH,RCP85,2075,annual,max,Sbtm,30.5788799226284
3867,MASI,RCP85,2075,annual,max,Sbtm,30.5970993041992
3868,SAC,RCP85,2075,annual,max,Sbtm,30.6007427275181
3869,PRJ,RCP85,2075,annual,max,Sbtm,31.1496604904532
3870,HEB,RCP85,2075,annual,max,Sbtm,31.0938739776611
3871,L3F,RCP85,2075,annual,max,Sbtm,30.8900981843472
3872,SAM,RCP85,2075,annual,max,Sbtm,31.6609645858407
3873,MASS,RCP85,2075,annual,max,Sbtm,31.1218181625009
3874,PORT,RCP85,2075,annual,max,Sbtm,31.3106128722429
3875,POK,RCP85,2075,annual,max,Sbtm,29.3854064941406
3876,POUL,RCP85,2075,annual,max,Sbtm,30.3425739258528
3877,NRIV,RCP85,2075,annual,max,Sbtm,29.5133178830147
3878,BUCK,RCP85,2075,annual,max,Sbtm,32.0318512022495
3879,PETITE,RCP85,2075,annual,max,Sbtm,30.6188491880894
3880,RIM,RCP85,2075,annual,max,Sbtm,33.1818546294235
3881,SEPT,RCP85,2075,annual,max,Sbtm,31.3038444519043
3882,CH33,RCP85,2075,annual,max,Sbtm,22.3821298591793
3883,CH38,RCP85,2075,annual,max,Sbtm,20.0849798172712
3884,MELM,RCP85,2075,annual,max,Sbtm,27.0684398636222
3885,GreatBay,RCP85,2075,annual,max,Sbtm,31.595330812037
3886,SUM,RCP85,2075,annual,max,SSS,28.0634994506836
3887,TH,RCP85,2075,annual,max,SSS,30.2351272553205
3888,MASI,RCP85,2075,annual,max,SSS,30.5828578919172
3889,SAC,RCP85,2075,annual,max,SSS,30.5563426911831
3890,PRJ,RCP85,2075,annual,max,SSS,30.7627807632089
3891,HEB,RCP85,2075,annual,max,SSS,30.7320587188005
3892,L3F,RCP85,2075,annual,max,SSS,30.4270603209734
3893,SAM,RCP85,2075,annual,max,SSS,30.4415794312954
3894,MASS,RCP85,2075,annual,max,SSS,30.5582214295864
3895,PORT,RCP85,2075,annual,max,SSS,31.2892894744873
3896,POK,RCP85,2075,annual,max,SSS,29.1354873776436
3897,POUL,RCP85,2075,annual,max,SSS,30.1313816010952
3898,NRIV,RCP85,2075,annual,max,SSS,29.5236728638411
3899,BUCK,RCP85,2075,annual,max,SSS,32.0164615660906
3900,PETITE,RCP85,2075,annual,max,SSS,30.9864372238517
3901,RIM,RCP85,2075,annual,max,SSS,27.5051010251045
3902,SEPT,RCP85,2075,annual,max,SSS,30.4477268457413
3903,CH33,RCP85,2075,annual,max,SSS,22.1892091743648
3904,CH38,RCP85,2075,annual,max,SSS,19.7812194824219
3905,MELM,RCP85,2075,annual,max,SSS,27.0539985671639
3906,GreatBay,RCP85,2075,annual,max,SSS,30.9944267272949
3907,SUM,RCP85,2075,annual,max,SST,25.6356272697449
3908,TH,RCP85,2075,annual,max,SST,16.6765229701996
3909,MASI,RCP85,2075,annual,max,SST,16.8377643823624
3910,SAC,RCP85,2075,annual,max,SST,17.2815353870392
3911,PRJ,RCP85,2075,annual,max,SST,16.1192548274994
3912,HEB,RCP85,2075,annual,max,SST,16.107296705246
3913,L3F,RCP85,2075,annual,max,SST,16.1880025863647
3914,SAM,RCP85,2075,annual,max,SST,16.8715214729309
3915,MASS,RCP85,2075,annual,max,SST,19.5622509717941
3916,PORT,RCP85,2075,annual,max,SST,17.0105983018875
3917,POK,RCP85,2075,annual,max,SST,19.8117368221283
3918,POUL,RCP85,2075,annual,max,SST,18.1461477279663
3919,NRIV,RCP85,2075,annual,max,SST,20.1281299591064
3920,BUCK,RCP85,2075,annual,max,SST,16.3583825826645
3921,PETITE,RCP85,2075,annual,max,SST,21.2656726837158
3922,RIM,RCP85,2075,annual,max,SST,18.1357431411743
3923,SEPT,RCP85,2075,annual,max,SST,14.8495936393738
3924,CH33,RCP85,2075,annual,max,SST,17.5485992431641
3925,CH38,RCP85,2075,annual,max,SST,18.6433987617493
3926,MELM,RCP85,2075,annual,max,SST,24.2446885108948
3927,GreatBay,RCP85,2075,annual,max,SST,17.8921829462051
3928,SUM,RCP85,2075,annual,max,Tbtm,25.5035057067871
3929,TH,RCP85,2075,annual,max,Tbtm,15.1827182769775
3930,MASI,RCP85,2075,annual,max,Tbtm,16.7771596908569
3931,SAC,RCP85,2075,annual,max,Tbtm,16.8239071369171
3932,PRJ,RCP85,2075,annual,max,Tbtm,12.3814055919647
3933,HEB,RCP85,2075,annual,max,Tbtm,12.0317420959473
3934,L3F,RCP85,2075,annual,max,Tbtm,13.6179509162903
3935,SAM,RCP85,2075,annual,max,Tbtm,11.7894426584244
3936,MASS,RCP85,2075,annual,max,Tbtm,14.8950760364532
3937,PORT,RCP85,2075,annual,max,Tbtm,15.7436283826828
3938,POK,RCP85,2075,annual,max,Tbtm,19.1081972122192
3939,POUL,RCP85,2075,annual,max,Tbtm,14.3129516839981
3940,NRIV,RCP85,2075,annual,max,Tbtm,19.9414019584656
3941,BUCK,RCP85,2075,annual,max,Tbtm,16.3030047416687
3942,PETITE,RCP85,2075,annual,max,Tbtm,20.4303073883057
3943,RIM,RCP85,2075,annual,max,Tbtm,5.26257419586182
3944,SEPT,RCP85,2075,annual,max,Tbtm,14.3070185184479
3945,CH33,RCP85,2075,annual,max,Tbtm,17.4157919883728
3946,CH38,RCP85,2075,annual,max,Tbtm,18.5566921234131
3947,MELM,RCP85,2075,annual,max,Tbtm,24.1057033538818
3948,GreatBay,RCP85,2075,annual,max,Tbtm,10.2438900470734
3949,SUM,RCP45,2075,annual,mean,Sbtm,25.8569600582123
3950,TH,RCP45,2075,annual,mean,Sbtm,30.0609432160854
3951,MASI,RCP45,2075,annual,mean,Sbtm,30.2655086815357
3952,SAC,RCP45,2075,annual,mean,Sbtm,30.2615109980106
3953,PRJ,RCP45,2075,annual,mean,Sbtm,30.6078770011663
3954,HEB,RCP45,2075,annual,mean,Sbtm,30.6188202798367
3955,L3F,RCP45,2075,annual,mean,Sbtm,30.3642009943724
3956,SAM,RCP45,2075,annual,mean,Sbtm,30.8439186364412
3957,MASS,RCP45,2075,annual,mean,Sbtm,30.6420609802008
3958,PORT,RCP45,2075,annual,mean,Sbtm,30.7171884924173
3959,POK,RCP45,2075,annual,mean,Sbtm,27.6529386639595
3960,POUL,RCP45,2075,annual,mean,Sbtm,29.8773706704378
3961,NRIV,RCP45,2075,annual,mean,Sbtm,28.6098513007164
3962,BUCK,RCP45,2075,annual,mean,Sbtm,30.7147523164749
3963,PETITE,RCP45,2075,annual,mean,Sbtm,29.1777327358723
3964,RIM,RCP45,2075,annual,mean,Sbtm,32.3572269976139
3965,SEPT,RCP45,2075,annual,mean,Sbtm,28.2310707867146
3966,CH33,RCP45,2075,annual,mean,Sbtm,17.1090409755707
3967,CH38,RCP45,2075,annual,mean,Sbtm,14.0178680419922
3968,MELM,RCP45,2075,annual,mean,Sbtm,26.0221094489098
3969,GreatBay,RCP45,2075,annual,mean,Sbtm,31.3186400681734
3970,SUM,RCP45,2075,annual,mean,SSS,25.8435306549072
3971,TH,RCP45,2075,annual,mean,SSS,29.846761316061
3972,MASI,RCP45,2075,annual,mean,SSS,30.2598386704922
3973,SAC,RCP45,2075,annual,mean,SSS,30.2380911707878
3974,PRJ,RCP45,2075,annual,mean,SSS,30.349533945322
3975,HEB,RCP45,2075,annual,mean,SSS,30.344499617815
3976,L3F,RCP45,2075,annual,mean,SSS,30.0694897174835
3977,SAM,RCP45,2075,annual,mean,SSS,30.0946475565434
3978,MASS,RCP45,2075,annual,mean,SSS,29.8606599867344
3979,PORT,RCP45,2075,annual,mean,SSS,30.5127097219229
3980,POK,RCP45,2075,annual,mean,SSS,27.4661686718464
3981,POUL,RCP45,2075,annual,mean,SSS,29.4426121711731
3982,NRIV,RCP45,2075,annual,mean,SSS,28.5701987147331
3983,BUCK,RCP45,2075,annual,mean,SSS,30.705631673336
3984,PETITE,RCP45,2075,annual,mean,SSS,29.1270439326763
3985,RIM,RCP45,2075,annual,mean,SSS,22.832287967205
3986,SEPT,RCP45,2075,annual,mean,SSS,26.0804632902145
3987,CH33,RCP45,2075,annual,mean,SSS,16.9047287106514
3988,CH38,RCP45,2075,annual,mean,SSS,13.6311663985252
3989,MELM,RCP45,2075,annual,mean,SSS,26.0055596232414
3990,GreatBay,RCP45,2075,annual,mean,SSS,30.3432085812092
3991,SUM,RCP45,2075,annual,mean,SST,9.10539603233337
3992,TH,RCP45,2075,annual,mean,SST,7.85072660446167
3993,MASI,RCP45,2075,annual,mean,SST,8.72571778297424
3994,SAC,RCP45,2075,annual,mean,SST,8.88691675662994
3995,PRJ,RCP45,2075,annual,mean,SST,8.49456876516342
3996,HEB,RCP45,2075,annual,mean,SST,8.74076133966446
3997,L3F,RCP45,2075,annual,mean,SST,7.93989706039429
3998,SAM,RCP45,2075,annual,mean,SST,8.40538048744202
3999,MASS,RCP45,2075,annual,mean,SST,10.3097006678581
4000,PORT,RCP45,2075,annual,mean,SST,9.02234023809433
4001,POK,RCP45,2075,annual,mean,SST,7.18218946456909
4002,POUL,RCP45,2075,annual,mean,SST,7.94135141372681
4003,NRIV,RCP45,2075,annual,mean,SST,7.97728741168976
4004,BUCK,RCP45,2075,annual,mean,SST,6.02358961105347
4005,PETITE,RCP45,2075,annual,mean,SST,7.48414742946625
4006,RIM,RCP45,2075,annual,mean,SST,6.36552911996841
4007,SEPT,RCP45,2075,annual,mean,SST,5.52386379241943
4008,CH33,RCP45,2075,annual,mean,SST,4.26478511095047
4009,CH38,RCP45,2075,annual,mean,SST,4.60962778329849
4010,MELM,RCP45,2075,annual,mean,SST,9.09041178226471
4011,GreatBay,RCP45,2075,annual,mean,SST,9.68907690048218
4012,SUM,RCP45,2075,annual,mean,Tbtm,9.15310049057007
4013,TH,RCP45,2075,annual,mean,Tbtm,6.75241202116013
4014,MASI,RCP45,2075,annual,mean,Tbtm,8.65545243024826
4015,SAC,RCP45,2075,annual,mean,Tbtm,8.61683696508408
4016,PRJ,RCP45,2075,annual,mean,Tbtm,6.25493049621582
4017,HEB,RCP45,2075,annual,mean,Tbtm,6.24606722593307
4018,L3F,RCP45,2075,annual,mean,Tbtm,6.23546540737152
4019,SAM,RCP45,2075,annual,mean,Tbtm,4.9512631893158
4020,MASS,RCP45,2075,annual,mean,Tbtm,8.33992195129395
4021,PORT,RCP45,2075,annual,mean,Tbtm,8.35432559251785
4022,POK,RCP45,2075,annual,mean,Tbtm,7.08434307575226
4023,POUL,RCP45,2075,annual,mean,Tbtm,6.104447722435
4024,NRIV,RCP45,2075,annual,mean,Tbtm,7.90992212295532
4025,BUCK,RCP45,2075,annual,mean,Tbtm,6.03894203901291
4026,PETITE,RCP45,2075,annual,mean,Tbtm,7.14713621139526
4027,RIM,RCP45,2075,annual,mean,Tbtm,4.01264879107475
4028,SEPT,RCP45,2075,annual,mean,Tbtm,4.98099541664124
4029,CH33,RCP45,2075,annual,mean,Tbtm,4.34778612852097
4030,CH38,RCP45,2075,annual,mean,Tbtm,4.79426270723343
4031,MELM,RCP45,2075,annual,mean,Tbtm,9.10163843631744
4032,GreatBay,RCP45,2075,annual,mean,Tbtm,6.67650496959686
4033,SUM,RCP85,2075,annual,mean,Sbtm,25.78753054142
4034,TH,RCP85,2075,annual,mean,Sbtm,30.0335012674332
4035,MASI,RCP85,2075,annual,mean,Sbtm,30.2283456921577
4036,SAC,RCP85,2075,annual,mean,Sbtm,30.2265931069851
4037,PRJ,RCP85,2075,annual,mean,Sbtm,30.5612352788448
4038,HEB,RCP85,2075,annual,mean,Sbtm,30.5671834349632
4039,L3F,RCP85,2075,annual,mean,Sbtm,30.3302564918995
4040,SAM,RCP85,2075,annual,mean,Sbtm,30.8149797022343
4041,MASS,RCP85,2075,annual,mean,Sbtm,30.6699894368649
4042,PORT,RCP85,2075,annual,mean,Sbtm,30.7028456330299
4043,POK,RCP85,2075,annual,mean,Sbtm,27.4595512747765
4044,POUL,RCP85,2075,annual,mean,Sbtm,29.8489805161953
4045,NRIV,RCP85,2075,annual,mean,Sbtm,28.5542724430561
4046,BUCK,RCP85,2075,annual,mean,Sbtm,30.6746934652328
4047,PETITE,RCP85,2075,annual,mean,Sbtm,29.1095796227455
4048,RIM,RCP85,2075,annual,mean,Sbtm,32.3886135965586
4049,SEPT,RCP85,2075,annual,mean,Sbtm,28.0456499457359
4050,CH33,RCP85,2075,annual,mean,Sbtm,17.0814945101738
4051,CH38,RCP85,2075,annual,mean,Sbtm,13.9213718175888
4052,MELM,RCP85,2075,annual,mean,Sbtm,26.035758793354
4053,GreatBay,RCP85,2075,annual,mean,Sbtm,31.3209265768528
4054,SUM,RCP85,2075,annual,mean,SSS,25.7755535244942
4055,TH,RCP85,2075,annual,mean,SSS,29.8188305497169
4056,MASI,RCP85,2075,annual,mean,SSS,30.2233743667603
4057,SAC,RCP85,2075,annual,mean,SSS,30.2043986916542
4058,PRJ,RCP85,2075,annual,mean,SSS,30.3018880784512
4059,HEB,RCP85,2075,annual,mean,SSS,30.3000898659229
4060,L3F,RCP85,2075,annual,mean,SSS,30.0382696986198
4061,SAM,RCP85,2075,annual,mean,SSS,30.0583978891373
4062,MASS,RCP85,2075,annual,mean,SSS,29.8512109220028
4063,PORT,RCP85,2075,annual,mean,SSS,30.4843571782112
4064,POK,RCP85,2075,annual,mean,SSS,27.2703735232353
4065,POUL,RCP85,2075,annual,mean,SSS,29.4082616269588
4066,NRIV,RCP85,2075,annual,mean,SSS,28.5108016431332
4067,BUCK,RCP85,2075,annual,mean,SSS,30.6658605337143
4068,PETITE,RCP85,2075,annual,mean,SSS,29.0553079843521
4069,RIM,RCP85,2075,annual,mean,SSS,22.4524893760681
4070,SEPT,RCP85,2075,annual,mean,SSS,25.6979469656944
4071,CH33,RCP85,2075,annual,mean,SSS,16.840784072876
4072,CH38,RCP85,2075,annual,mean,SSS,13.5050964951515
4073,MELM,RCP85,2075,annual,mean,SSS,26.0192122161388
4074,GreatBay,RCP85,2075,annual,mean,SSS,30.3449731767178
4075,SUM,RCP85,2075,annual,mean,SST,9.70456779003143
4076,TH,RCP85,2075,annual,mean,SST,8.43665564060211
4077,MASI,RCP85,2075,annual,mean,SST,9.35085248947144
4078,SAC,RCP85,2075,annual,mean,SST,9.50851631164551
4079,PRJ,RCP85,2075,annual,mean,SST,9.11946201324463
4080,HEB,RCP85,2075,annual,mean,SST,9.35451030731201
4081,L3F,RCP85,2075,annual,mean,SST,8.51805150508881
4082,SAM,RCP85,2075,annual,mean,SST,8.98811972141266
4083,MASS,RCP85,2075,annual,mean,SST,10.9224262237549
4084,PORT,RCP85,2075,annual,mean,SST,9.64433526992798
4085,POK,RCP85,2075,annual,mean,SST,7.67064476013184
4086,POUL,RCP85,2075,annual,mean,SST,8.56602418422699
4087,NRIV,RCP85,2075,annual,mean,SST,8.59935903549194
4088,BUCK,RCP85,2075,annual,mean,SST,6.52315986156464
4089,PETITE,RCP85,2075,annual,mean,SST,8.09020972251892
4090,RIM,RCP85,2075,annual,mean,SST,6.95810091495514
4091,SEPT,RCP85,2075,annual,mean,SST,6.0684769153595
4092,CH33,RCP85,2075,annual,mean,SST,4.77561020851135
4093,CH38,RCP85,2075,annual,mean,SST,5.08301556110382
4094,MELM,RCP85,2075,annual,mean,SST,9.65767741203308
4095,GreatBay,RCP85,2075,annual,mean,SST,10.3300384283066
4096,SUM,RCP85,2075,annual,mean,Tbtm,9.74881994724274
4097,TH,RCP85,2075,annual,mean,Tbtm,7.31659507751465
4098,MASI,RCP85,2075,annual,mean,Tbtm,9.2814713716507
4099,SAC,RCP85,2075,annual,mean,Tbtm,9.23122334480286
4100,PRJ,RCP85,2075,annual,mean,Tbtm,6.85283493995667
4101,HEB,RCP85,2075,annual,mean,Tbtm,6.850022315979
4102,L3F,RCP85,2075,annual,mean,Tbtm,6.76859569549561
4103,SAM,RCP85,2075,annual,mean,Tbtm,5.41665101051331
4104,MASS,RCP85,2075,annual,mean,Tbtm,8.97137606143951
4105,PORT,RCP85,2075,annual,mean,Tbtm,8.9732391834259
4106,POK,RCP85,2075,annual,mean,Tbtm,7.55516171455383
4107,POUL,RCP85,2075,annual,mean,Tbtm,6.67692708969116
4108,NRIV,RCP85,2075,annual,mean,Tbtm,8.52887403964996
4109,BUCK,RCP85,2075,annual,mean,Tbtm,6.53945887088776
4110,PETITE,RCP85,2075,annual,mean,Tbtm,7.73500275611877
4111,RIM,RCP85,2075,annual,mean,Tbtm,4.46912336349487
4112,SEPT,RCP85,2075,annual,mean,Tbtm,5.5574369430542
4113,CH33,RCP85,2075,annual,mean,Tbtm,4.92151784896851
4114,CH38,RCP85,2075,annual,mean,Tbtm,5.32256603240967
4115,MELM,RCP85,2075,annual,mean,Tbtm,9.67265868186951
4116,GreatBay,RCP85,2075,annual,mean,Tbtm,7.23368072509766
4117,SUM,RCP45,2075,annual,min,Sbtm,23.9145511388779
4118,TH,RCP45,2075,annual,min,Sbtm,29.4440624117851
4119,MASI,RCP45,2075,annual,min,Sbtm,29.8775791227818
4120,SAC,RCP45,2075,annual,min,Sbtm,29.8559001982212
4121,PRJ,RCP45,2075,annual,min,Sbtm,30.1943618655205
4122,HEB,RCP45,2075,annual,min,Sbtm,30.2542999386787
4123,L3F,RCP45,2075,annual,min,Sbtm,29.8404037356377
4124,SAM,RCP45,2075,annual,min,Sbtm,29.9807666838169
4125,MASS,RCP45,2075,annual,min,Sbtm,30.2549747526646
4126,PORT,RCP45,2075,annual,min,Sbtm,29.9955318570137
4127,POK,RCP45,2075,annual,min,Sbtm,25.5527965426445
4128,POUL,RCP45,2075,annual,min,Sbtm,29.1996929049492
4129,NRIV,RCP45,2075,annual,min,Sbtm,27.5372806787491
4130,BUCK,RCP45,2075,annual,min,Sbtm,29.2486851215363
4131,PETITE,RCP45,2075,annual,min,Sbtm,27.4117447137833
4132,RIM,RCP45,2075,annual,min,Sbtm,31.3770667910576
4133,SEPT,RCP45,2075,annual,min,Sbtm,22.0378898382187
4134,CH33,RCP45,2075,annual,min,Sbtm,12.5630204677582
4135,CH38,RCP45,2075,annual,min,Sbtm,8.91532802581787
4136,MELM,RCP45,2075,annual,min,Sbtm,24.6229564547539
4137,GreatBay,RCP45,2075,annual,min,Sbtm,30.9096466004848
4138,SUM,RCP45,2075,annual,min,SSS,23.956619977951
4139,TH,RCP45,2075,annual,min,SSS,29.2711238861084
4140,MASI,RCP45,2075,annual,min,SSS,29.8649017214775
4141,SAC,RCP45,2075,annual,min,SSS,29.8287372589111
4142,PRJ,RCP45,2075,annual,min,SSS,29.8725261688232
4143,HEB,RCP45,2075,annual,min,SSS,29.8906150758266
4144,L3F,RCP45,2075,annual,min,SSS,29.5394206941128
4145,SAM,RCP45,2075,annual,min,SSS,29.4832256436348
4146,MASS,RCP45,2075,annual,min,SSS,28.8436561524868
4147,PORT,RCP45,2075,annual,min,SSS,29.5232105255127
4148,POK,RCP45,2075,annual,min,SSS,25.2814010381699
4149,POUL,RCP45,2075,annual,min,SSS,28.6313709318638
4150,NRIV,RCP45,2075,annual,min,SSS,27.524564743042
4151,BUCK,RCP45,2075,annual,min,SSS,29.2436462640762
4152,PETITE,RCP45,2075,annual,min,SSS,27.3941215276718
4153,RIM,RCP45,2075,annual,min,SSS,17.9799503087997
4154,SEPT,RCP45,2075,annual,min,SSS,19.9589462280273
4155,CH33,RCP45,2075,annual,min,SSS,12.253272652626
4156,CH38,RCP45,2075,annual,min,SSS,8.41034245491028
4157,MELM,RCP45,2075,annual,min,SSS,24.6534004211426
4158,GreatBay,RCP45,2075,annual,min,SSS,29.5958114564419
4159,SUM,RCP45,2075,annual,min,SST,-1.50640738010406
4160,TH,RCP45,2075,annual,min,SST,0.708368420600891
4161,MASI,RCP45,2075,annual,min,SST,1.1642774939537
4162,SAC,RCP45,2075,annual,min,SST,1.04043918848038
4163,PRJ,RCP45,2075,annual,min,SST,2.08236044645309
4164,HEB,RCP45,2075,annual,min,SST,2.1574524641037
4165,L3F,RCP45,2075,annual,min,SST,1.08780878782272
4166,SAM,RCP45,2075,annual,min,SST,1.15696397423744
4167,MASS,RCP45,2075,annual,min,SST,2.52818828821182
4168,PORT,RCP45,2075,annual,min,SST,2.1716216802597
4169,POK,RCP45,2075,annual,min,SST,-1.56881387159228
4170,POUL,RCP45,2075,annual,min,SST,-0.0335807204246521
4171,NRIV,RCP45,2075,annual,min,SST,-0.910922408103943
4172,BUCK,RCP45,2075,annual,min,SST,-1.61111328750849
4173,PETITE,RCP45,2075,annual,min,SST,-1.47415244579315
4174,RIM,RCP45,2075,annual,min,SST,-1.37209591874853
4175,SEPT,RCP45,2075,annual,min,SST,-1.10114631801844
4176,CH33,RCP45,2075,annual,min,SST,-1.18544292449951
4177,CH38,RCP45,2075,annual,min,SST,-1.05648737028241
4178,MELM,RCP45,2075,annual,min,SST,-1.36780907958746
4179,GreatBay,RCP45,2075,annual,min,SST,2.81780582666397
4180,SUM,RCP45,2075,annual,min,Tbtm,-1.45423464477062
4181,TH,RCP45,2075,annual,min,Tbtm,0.757677285233513
4182,MASI,RCP45,2075,annual,min,Tbtm,1.18587446212769
4183,SAC,RCP45,2075,annual,min,Tbtm,1.02977186441422
4184,PRJ,RCP45,2075,annual,min,Tbtm,1.95556277036667
4185,HEB,RCP45,2075,annual,min,Tbtm,1.98866647481918
4186,L3F,RCP45,2075,annual,min,Tbtm,1.09200078248978
4187,SAM,RCP45,2075,annual,min,Tbtm,0.84222748875618
4188,MASS,RCP45,2075,annual,min,Tbtm,2.80273401737213
4189,PORT,RCP45,2075,annual,min,Tbtm,2.33827352523804
4190,POK,RCP45,2075,annual,min,Tbtm,-1.27935793995857
4191,POUL,RCP45,2075,annual,min,Tbtm,-0.0817755460739136
4192,NRIV,RCP45,2075,annual,min,Tbtm,-0.798161029815674
4193,BUCK,RCP45,2075,annual,min,Tbtm,-1.53261697292328
4194,PETITE,RCP45,2075,annual,min,Tbtm,-1.42781141400337
4195,RIM,RCP45,2075,annual,min,Tbtm,3.15336054563522
4196,SEPT,RCP45,2075,annual,min,Tbtm,-0.260491095483303
4197,CH33,RCP45,2075,annual,min,Tbtm,-1.14404456689954
4198,CH38,RCP45,2075,annual,min,Tbtm,-0.997922848910093
4199,MELM,RCP45,2075,annual,min,Tbtm,-1.33226478099823
4200,GreatBay,RCP45,2075,annual,min,Tbtm,3.17104929685593
4201,SUM,RCP85,2075,annual,min,Sbtm,23.9843139648438
4202,TH,RCP85,2075,annual,min,Sbtm,29.3948005735874
4203,MASI,RCP85,2075,annual,min,Sbtm,29.8397350311279
4204,SAC,RCP85,2075,annual,min,Sbtm,29.8193058073521
4205,PRJ,RCP85,2075,annual,min,Sbtm,30.1438671052456
4206,HEB,RCP85,2075,annual,min,Sbtm,30.2058067321777
4207,L3F,RCP85,2075,annual,min,Sbtm,29.7878433167934
