,Code,rcp,period,season,variable,parameter,value
4546,PORT,RCP85,2075,fall,mean,Sbtm,30.8887214064598
4547,POK,RCP85,2075,fall,mean,Sbtm,27.340023547411
4548,POUL,RCP85,2075,fall,mean,Sbtm,29.418981552124
4549,NRIV,RCP85,2075,fall,mean,Sbtm,27.984210640192
4550,BUCK,RCP85,2075,fall,mean,Sbtm,30.2781710326672
4551,PETITE,RCP85,2075,fall,mean,Sbtm,28.4578962922096
4552,RIM,RCP85,2075,fall,mean,Sbtm,32.4284306205809
4553,SEPT,RCP85,2075,fall,mean,Sbtm,29.3553412258625
4554,CH33,RCP85,2075,fall,mean,Sbtm,15.7321670055389
4555,CH38,RCP85,2075,fall,mean,Sbtm,12.446431517601
4556,MELM,RCP85,2075,fall,mean,Sbtm,25.8623068630695
4557,GreatBay,RCP85,2075,fall,mean,Sbtm,31.5104819014668
4558,SUM,RCP85,2075,fall,mean,SSS,25.5463310182095
4559,TH,RCP85,2075,fall,mean,SSS,29.5727646499872
4560,MASI,RCP85,2075,fall,mean,SSS,30.1194356232882
4561,SAC,RCP85,2075,fall,mean,SSS,30.0970842987299
4562,PRJ,RCP85,2075,fall,mean,SSS,30.2343333512545
4563,HEB,RCP85,2075,fall,mean,SSS,30.2427753508091
4564,L3F,RCP85,2075,fall,mean,SSS,29.8524534851313
4565,SAM,RCP85,2075,fall,mean,SSS,29.8455999344587
4566,MASS,RCP85,2075,fall,mean,SSS,30.3280873596668
4567,PORT,RCP85,2075,fall,mean,SSS,30.8254161179066
4568,POK,RCP85,2075,fall,mean,SSS,27.2887114286423
4569,POUL,RCP85,2075,fall,mean,SSS,28.9942537844181
4570,NRIV,RCP85,2075,fall,mean,SSS,27.9751407504082
4571,BUCK,RCP85,2075,fall,mean,SSS,30.2804042696953
4572,PETITE,RCP85,2075,fall,mean,SSS,28.4528979063034
4573,RIM,RCP85,2075,fall,mean,SSS,25.3579025864601
4574,SEPT,RCP85,2075,fall,mean,SSS,28.3848202526569
4575,CH33,RCP85,2075,fall,mean,SSS,15.6451104879379
4576,CH38,RCP85,2075,fall,mean,SSS,12.1277354955673
4577,MELM,RCP85,2075,fall,mean,SSS,25.8543027341366
4578,GreatBay,RCP85,2075,fall,mean,SSS,30.7155272215605
4579,SUM,RCP85,2075,fall,mean,SST,7.24274110794067
4580,TH,RCP85,2075,fall,mean,SST,9.98905038833618
4581,MASI,RCP85,2075,fall,mean,SST,9.95345652103424
4582,SAC,RCP85,2075,fall,mean,SST,9.9654483795166
4583,PRJ,RCP85,2075,fall,mean,SST,10.5935448408127
4584,HEB,RCP85,2075,fall,mean,SST,10.6459113359451
4585,L3F,RCP85,2075,fall,mean,SST,10.0307385921478
4586,SAM,RCP85,2075,fall,mean,SST,10.3007570505142
4587,MASS,RCP85,2075,fall,mean,SST,11.2714816331863
4588,PORT,RCP85,2075,fall,mean,SST,9.60704231262207
4589,POK,RCP85,2075,fall,mean,SST,7.29306399822235
4590,POUL,RCP85,2075,fall,mean,SST,9.80497467517853
4591,NRIV,RCP85,2075,fall,mean,SST,9.10643839836121
4592,BUCK,RCP85,2075,fall,mean,SST,5.53880560398102
4593,PETITE,RCP85,2075,fall,mean,SST,7.94948208332062
4594,RIM,RCP85,2075,fall,mean,SST,6.11943161487579
4595,SEPT,RCP85,2075,fall,mean,SST,5.25024092197418
4596,CH33,RCP85,2075,fall,mean,SST,2.45165538787842
4597,CH38,RCP85,2075,fall,mean,SST,2.49967855215073
4598,MELM,RCP85,2075,fall,mean,SST,8.43462288379669
4599,GreatBay,RCP85,2075,fall,mean,SST,10.7768290042877
4600,SUM,RCP85,2075,fall,mean,Tbtm,7.2728099822998
4601,TH,RCP85,2075,fall,mean,Tbtm,9.82156908512115
4602,MASI,RCP85,2075,fall,mean,Tbtm,9.95168948173523
4603,SAC,RCP85,2075,fall,mean,Tbtm,9.96362388134003
4604,PRJ,RCP85,2075,fall,mean,Tbtm,9.84431266784668
4605,HEB,RCP85,2075,fall,mean,Tbtm,9.8017166852951
4606,L3F,RCP85,2075,fall,mean,Tbtm,9.46605503559113
4607,SAM,RCP85,2075,fall,mean,Tbtm,8.15479695796967
4608,MASS,RCP85,2075,fall,mean,Tbtm,11.2736325263977
4609,PORT,RCP85,2075,fall,mean,Tbtm,9.64511322975159
4610,POK,RCP85,2075,fall,mean,Tbtm,7.3886467218399
4611,POUL,RCP85,2075,fall,mean,Tbtm,9.42894005775452
4612,NRIV,RCP85,2075,fall,mean,Tbtm,9.13388347625732
4613,BUCK,RCP85,2075,fall,mean,Tbtm,5.55494594573975
4614,PETITE,RCP85,2075,fall,mean,Tbtm,7.97938871383667
4615,RIM,RCP85,2075,fall,mean,Tbtm,4.65625756978989
4616,SEPT,RCP85,2075,fall,mean,Tbtm,5.36228156089783
4617,CH33,RCP85,2075,fall,mean,Tbtm,2.5459451675415
4618,CH38,RCP85,2075,fall,mean,Tbtm,2.6478168964386
4619,MELM,RCP85,2075,fall,mean,Tbtm,8.45381164550781
4620,GreatBay,RCP85,2075,fall,mean,Tbtm,9.23973155021667
4621,SUM,RCP45,2075,fall,min,Sbtm,25.3178325593472
4622,TH,RCP45,2075,fall,min,Sbtm,29.6449062377214
4623,MASI,RCP45,2075,fall,min,Sbtm,30.1044879853725
4624,SAC,RCP45,2075,fall,min,Sbtm,30.0787139832973
4625,PRJ,RCP45,2075,fall,min,Sbtm,30.4177459776402
4626,HEB,RCP45,2075,fall,min,Sbtm,30.4830074310303
4627,L3F,RCP45,2075,fall,min,Sbtm,30.0121597349644
4628,SAM,RCP45,2075,fall,min,Sbtm,30.1305377930403
4629,MASS,RCP45,2075,fall,min,Sbtm,30.5279701203108
4630,PORT,RCP45,2075,fall,min,Sbtm,30.6476070284843
4631,POK,RCP45,2075,fall,min,Sbtm,26.7049240171909
4632,POUL,RCP45,2075,fall,min,Sbtm,29.332682043314
4633,NRIV,RCP45,2075,fall,min,Sbtm,27.8037384152412
4634,BUCK,RCP45,2075,fall,min,Sbtm,29.9844909608364
4635,PETITE,RCP45,2075,fall,min,Sbtm,28.0737922787666
4636,RIM,RCP45,2075,fall,min,Sbtm,31.7566711455584
4637,SEPT,RCP45,2075,fall,min,Sbtm,28.0402839630842
4638,CH33,RCP45,2075,fall,min,Sbtm,14.3361370563507
4639,CH38,RCP45,2075,fall,min,Sbtm,10.4899117946625
4640,MELM,RCP45,2075,fall,min,Sbtm,25.1533474028111
4641,GreatBay,RCP45,2075,fall,min,Sbtm,31.4323913604021
4642,SUM,RCP45,2075,fall,min,SSS,25.312349319458
4643,TH,RCP45,2075,fall,min,SSS,29.4924068450928
4644,MASI,RCP45,2075,fall,min,SSS,30.0966419279575
4645,SAC,RCP45,2075,fall,min,SSS,30.0653297454119
4646,PRJ,RCP45,2075,fall,min,SSS,30.1626632660627
4647,HEB,RCP45,2075,fall,min,SSS,30.1854080185294
4648,L3F,RCP45,2075,fall,min,SSS,29.7400760650635
4649,SAM,RCP45,2075,fall,min,SSS,29.6720443665981
4650,MASS,RCP45,2075,fall,min,SSS,29.9680007994175
4651,PORT,RCP45,2075,fall,min,SSS,30.5820198059082
4652,POK,RCP45,2075,fall,min,SSS,26.6298057436943
4653,POUL,RCP45,2075,fall,min,SSS,28.7889076173306
4654,NRIV,RCP45,2075,fall,min,SSS,27.7929492890835
4655,BUCK,RCP45,2075,fall,min,SSS,29.9845333099365
4656,PETITE,RCP45,2075,fall,min,SSS,28.0761741697788
4657,RIM,RCP45,2075,fall,min,SSS,24.7402721643448
4658,SEPT,RCP45,2075,fall,min,SSS,27.5846256315708
4659,CH33,RCP45,2075,fall,min,SSS,14.3551623821259
4660,CH38,RCP45,2075,fall,min,SSS,10.401398897171
4661,MELM,RCP45,2075,fall,min,SSS,25.1496189236641
4662,GreatBay,RCP45,2075,fall,min,SSS,30.5316284298897
4663,SUM,RCP45,2075,fall,min,SST,1.02298686653376
4664,TH,RCP45,2075,fall,min,SST,5.78971350193024
4665,MASI,RCP45,2075,fall,min,SST,5.76549756526947
4666,SAC,RCP45,2075,fall,min,SST,5.667176425457
4667,PRJ,RCP45,2075,fall,min,SST,6.80656117200851
4668,HEB,RCP45,2075,fall,min,SST,6.81773948669434
4669,L3F,RCP45,2075,fall,min,SST,6.01926642656326
4670,SAM,RCP45,2075,fall,min,SST,6.26287716627121
4671,MASS,RCP45,2075,fall,min,SST,6.95481330156326
4672,PORT,RCP45,2075,fall,min,SST,5.6980367898941
4673,POK,RCP45,2075,fall,min,SST,2.09167975187302
4674,POUL,RCP45,2075,fall,min,SST,5.33530646562576
4675,NRIV,RCP45,2075,fall,min,SST,4.2368141412735
4676,BUCK,RCP45,2075,fall,min,SST,0.81357353925705
4677,PETITE,RCP45,2075,fall,min,SST,2.77887254953384
4678,RIM,RCP45,2075,fall,min,SST,1.92854571342468
4679,SEPT,RCP45,2075,fall,min,SST,2.06113177537918
4680,CH33,RCP45,2075,fall,min,SST,-0.929032433778048
4681,CH38,RCP45,2075,fall,min,SST,-0.773405119776726
4682,MELM,RCP45,2075,fall,min,SST,2.32278203964233
4683,GreatBay,RCP45,2075,fall,min,SST,6.93237000703812
4684,SUM,RCP45,2075,fall,min,Tbtm,1.04158636927605
4685,TH,RCP45,2075,fall,min,Tbtm,5.94291591644287
4686,MASI,RCP45,2075,fall,min,Tbtm,5.77382880449295
4687,SAC,RCP45,2075,fall,min,Tbtm,5.67731583118439
4688,PRJ,RCP45,2075,fall,min,Tbtm,6.75728577375412
4689,HEB,RCP45,2075,fall,min,Tbtm,6.75082236528397
4690,L3F,RCP45,2075,fall,min,Tbtm,6.15988177061081
4691,SAM,RCP45,2075,fall,min,Tbtm,5.74012669920921
4692,MASS,RCP45,2075,fall,min,Tbtm,7.34726822376251
4693,PORT,RCP45,2075,fall,min,Tbtm,5.83403289318085
4694,POK,RCP45,2075,fall,min,Tbtm,2.20914572477341
4695,POUL,RCP45,2075,fall,min,Tbtm,5.52354544401169
4696,NRIV,RCP45,2075,fall,min,Tbtm,4.29034352302551
4697,BUCK,RCP45,2075,fall,min,Tbtm,0.853312149643898
4698,PETITE,RCP45,2075,fall,min,Tbtm,2.81987166404724
4699,RIM,RCP45,2075,fall,min,Tbtm,3.86124068498611
4700,SEPT,RCP45,2075,fall,min,Tbtm,2.25577449798584
4701,CH33,RCP45,2075,fall,min,Tbtm,-0.910444758832455
4702,CH38,RCP45,2075,fall,min,Tbtm,-0.751398466527462
4703,MELM,RCP45,2075,fall,min,Tbtm,2.35122799873352
4704,GreatBay,RCP45,2075,fall,min,Tbtm,7.20144718885422
4705,SUM,RCP85,2075,fall,min,Sbtm,25.2774406373501
4706,TH,RCP85,2075,fall,min,Sbtm,29.6243000030518
4707,MASI,RCP85,2075,fall,min,Sbtm,30.0568855255842
4708,SAC,RCP85,2075,fall,min,Sbtm,30.033947750926
4709,PRJ,RCP85,2075,fall,min,Sbtm,30.3347869813442
4710,HEB,RCP85,2075,fall,min,Sbtm,30.3867572844028
4711,L3F,RCP85,2075,fall,min,Sbtm,30.0023784637451
4712,SAM,RCP85,2075,fall,min,Sbtm,30.1186462342739
4713,MASS,RCP85,2075,fall,min,Sbtm,30.5955249816179
4714,PORT,RCP85,2075,fall,min,Sbtm,30.6863555908203
4715,POK,RCP85,2075,fall,min,Sbtm,26.5983635187149
4716,POUL,RCP85,2075,fall,min,Sbtm,29.2975173890591
4717,NRIV,RCP85,2075,fall,min,Sbtm,27.7296009063721
4718,BUCK,RCP85,2075,fall,min,Sbtm,30.0135528445244
4719,PETITE,RCP85,2075,fall,min,Sbtm,28.0078590512276
4720,RIM,RCP85,2075,fall,min,Sbtm,31.7575988769531
4721,SEPT,RCP85,2075,fall,min,Sbtm,27.7616512179375
4722,CH33,RCP85,2075,fall,min,Sbtm,14.0008246898651
4723,CH38,RCP85,2075,fall,min,Sbtm,10.2959938049316
4724,MELM,RCP85,2075,fall,min,Sbtm,25.1795620024204
4725,GreatBay,RCP85,2075,fall,min,Sbtm,31.4461135864258
4726,SUM,RCP85,2075,fall,min,SSS,25.2720607817173
4727,TH,RCP85,2075,fall,min,SSS,29.4697658568621
4728,MASI,RCP85,2075,fall,min,SSS,30.04905128479
4729,SAC,RCP85,2075,fall,min,SSS,30.0199668854475
4730,PRJ,RCP85,2075,fall,min,SSS,30.1022079437971
4731,HEB,RCP85,2075,fall,min,SSS,30.1214149445295
4732,L3F,RCP85,2075,fall,min,SSS,29.7285804748535
4733,SAM,RCP85,2075,fall,min,SSS,29.6598632782698
4734,MASS,RCP85,2075,fall,min,SSS,30.0410415679216
4735,PORT,RCP85,2075,fall,min,SSS,30.6179626435041
4736,POK,RCP85,2075,fall,min,SSS,26.5189727544785
4737,POUL,RCP85,2075,fall,min,SSS,28.7662193179131
4738,NRIV,RCP85,2075,fall,min,SSS,27.7177959382534
4739,BUCK,RCP85,2075,fall,min,SSS,30.0115539431572
4740,PETITE,RCP85,2075,fall,min,SSS,28.0103031098843
4741,RIM,RCP85,2075,fall,min,SSS,24.4742069244385
4742,SEPT,RCP85,2075,fall,min,SSS,27.2685962915421
4743,CH33,RCP85,2075,fall,min,SSS,13.9629799127579
4744,CH38,RCP85,2075,fall,min,SSS,10.1583888530731
4745,MELM,RCP85,2075,fall,min,SSS,25.1759193539619
4746,GreatBay,RCP85,2075,fall,min,SSS,30.6064056456089
4747,SUM,RCP85,2075,fall,min,SST,1.71090469509363
4748,TH,RCP85,2075,fall,min,SST,6.28534865379333
4749,MASI,RCP85,2075,fall,min,SST,6.2999095916748
4750,SAC,RCP85,2075,fall,min,SST,6.20594727993011
4751,PRJ,RCP85,2075,fall,min,SST,7.42818081378937
4752,HEB,RCP85,2075,fall,min,SST,7.4361846446991
4753,L3F,RCP85,2075,fall,min,SST,6.58794927597046
4754,SAM,RCP85,2075,fall,min,SST,6.80202972888947
4755,MASS,RCP85,2075,fall,min,SST,7.62252116203308
4756,PORT,RCP85,2075,fall,min,SST,6.36434328556061
4757,POK,RCP85,2075,fall,min,SST,2.63097441196442
4758,POUL,RCP85,2075,fall,min,SST,5.93762600421906
4759,NRIV,RCP85,2075,fall,min,SST,4.71836304664612
4760,BUCK,RCP85,2075,fall,min,SST,1.38758760690689
4761,PETITE,RCP85,2075,fall,min,SST,3.32926619052887
4762,RIM,RCP85,2075,fall,min,SST,2.42338562011719
4763,SEPT,RCP85,2075,fall,min,SST,2.61129343509674
4764,CH33,RCP85,2075,fall,min,SST,-0.899768829345703
4765,CH38,RCP85,2075,fall,min,SST,-0.755983307957649
4766,MELM,RCP85,2075,fall,min,SST,2.91106820106506
4767,GreatBay,RCP85,2075,fall,min,SST,7.637038230896
4768,SUM,RCP85,2075,fall,min,Tbtm,1.74880459904671
4769,TH,RCP85,2075,fall,min,Tbtm,6.40896892547607
4770,MASI,RCP85,2075,fall,min,Tbtm,6.30806267261505
4771,SAC,RCP85,2075,fall,min,Tbtm,6.21616101264954
4772,PRJ,RCP85,2075,fall,min,Tbtm,7.31742215156555
4773,HEB,RCP85,2075,fall,min,Tbtm,7.31824862957001
4774,L3F,RCP85,2075,fall,min,Tbtm,6.55717754364014
4775,SAM,RCP85,2075,fall,min,Tbtm,6.17225855588913
4776,MASS,RCP85,2075,fall,min,Tbtm,8.12671744823456
4777,PORT,RCP85,2075,fall,min,Tbtm,6.51391553878784
4778,POK,RCP85,2075,fall,min,Tbtm,2.74798595905304
4779,POUL,RCP85,2075,fall,min,Tbtm,6.01280534267426
4780,NRIV,RCP85,2075,fall,min,Tbtm,4.78048849105835
4781,BUCK,RCP85,2075,fall,min,Tbtm,1.42665232717991
4782,PETITE,RCP85,2075,fall,min,Tbtm,3.37698185443878
4783,RIM,RCP85,2075,fall,min,Tbtm,4.24579286575317
4784,SEPT,RCP85,2075,fall,min,Tbtm,2.73335444927216
4785,CH33,RCP85,2075,fall,min,Tbtm,-0.866031669080257
4786,CH38,RCP85,2075,fall,min,Tbtm,-0.726391397416592
4787,MELM,RCP85,2075,fall,min,Tbtm,2.9396755695343
4788,GreatBay,RCP85,2075,fall,min,Tbtm,7.97596144676208
4789,SUM,RCP45,2075,spring,max,Sbtm,26.7375221252441
4790,TH,RCP45,2075,spring,max,Sbtm,30.3693710267544
4791,MASI,RCP45,2075,spring,max,Sbtm,30.326054006815
4792,SAC,RCP45,2075,spring,max,Sbtm,30.3328685760498
4793,PRJ,RCP45,2075,spring,max,Sbtm,30.7304382324219
4794,HEB,RCP45,2075,spring,max,Sbtm,30.7297100126743
4795,L3F,RCP45,2075,spring,max,Sbtm,30.5903778076172
4796,SAM,RCP45,2075,spring,max,Sbtm,31.239842236042
4797,MASS,RCP45,2075,spring,max,Sbtm,30.557523727417
4798,PORT,RCP45,2075,spring,max,Sbtm,30.6396656036377
4799,POK,RCP45,2075,spring,max,Sbtm,28.7417873442173
4800,POUL,RCP45,2075,spring,max,Sbtm,30.1649627685547
4801,NRIV,RCP45,2075,spring,max,Sbtm,29.1261928677559
4802,BUCK,RCP45,2075,spring,max,Sbtm,31.2235206663609
4803,PETITE,RCP45,2075,spring,max,Sbtm,30.0885944366455
4804,RIM,RCP45,2075,spring,max,Sbtm,32.9702560454607
4805,SEPT,RCP45,2075,spring,max,Sbtm,31.2192535400391
4806,CH33,RCP45,2075,spring,max,Sbtm,22.3930290220305
4807,CH38,RCP45,2075,spring,max,Sbtm,20.319866746664
4808,MELM,RCP45,2075,spring,max,Sbtm,26.1819999665022
4809,GreatBay,RCP45,2075,spring,max,Sbtm,31.1476852446795
4810,SUM,RCP45,2075,spring,max,SSS,26.675989151001
4811,TH,RCP45,2075,spring,max,SSS,30.1447528898716
4812,MASI,RCP45,2075,spring,max,SSS,30.3177581727505
4813,SAC,RCP45,2075,spring,max,SSS,30.2993766665459
4814,PRJ,RCP45,2075,spring,max,SSS,30.4273975491524
4815,HEB,RCP45,2075,spring,max,SSS,30.3992366790771
4816,L3F,RCP45,2075,spring,max,SSS,30.3015537261963
4817,SAM,RCP45,2075,spring,max,SSS,30.3180107176304
4818,MASS,RCP45,2075,spring,max,SSS,29.3182521760464
4819,PORT,RCP45,2075,spring,max,SSS,30.3290580809116
4820,POK,RCP45,2075,spring,max,SSS,28.6137661039829
4821,POUL,RCP45,2075,spring,max,SSS,29.9402469694614
4822,NRIV,RCP45,2075,spring,max,SSS,28.920506298542
4823,BUCK,RCP45,2075,spring,max,SSS,31.2000839114189
4824,PETITE,RCP45,2075,spring,max,SSS,30.3483463302255
4825,RIM,RCP45,2075,spring,max,SSS,22.8643882721663
4826,SEPT,RCP45,2075,spring,max,SSS,28.3344027996063
4827,CH33,RCP45,2075,spring,max,SSS,22.2810285538435
4828,CH38,RCP45,2075,spring,max,SSS,19.8651233613491
4829,MELM,RCP45,2075,spring,max,SSS,26.2102970182896
4830,GreatBay,RCP45,2075,spring,max,SSS,29.9421192109585
4831,SUM,RCP45,2075,spring,max,SST,19.1956181526184
4832,TH,RCP45,2075,spring,max,SST,9.74406003952026
4833,MASI,RCP45,2075,spring,max,SST,11.9400568008423
4834,SAC,RCP45,2075,spring,max,SST,12.3369626998901
4835,PRJ,RCP45,2075,spring,max,SST,10.7662737369537
4836,HEB,RCP45,2075,spring,max,SST,11.052953004837
4837,L3F,RCP45,2075,spring,max,SST,9.8068253993988
4838,SAM,RCP45,2075,spring,max,SST,10.7729924917221
4839,MASS,RCP45,2075,spring,max,SST,14.5931681394577
4840,PORT,RCP45,2075,spring,max,SST,12.6248812675476
4841,POK,RCP45,2075,spring,max,SST,12.6946768760681
4842,POUL,RCP45,2075,spring,max,SST,10.0398560762405
4843,NRIV,RCP45,2075,spring,max,SST,11.2639957666397
4844,BUCK,RCP45,2075,spring,max,SST,10.3050434589386
4845,PETITE,RCP45,2075,spring,max,SST,13.2839064598083
4846,RIM,RCP45,2075,spring,max,SST,11.6410042047501
4847,SEPT,RCP45,2075,spring,max,SST,11.141086101532
4848,CH33,RCP45,2075,spring,max,SST,8.41854739189148
4849,CH38,RCP45,2075,spring,max,SST,9.73517608642578
4850,MELM,RCP45,2075,spring,max,SST,17.1870944499969
4851,GreatBay,RCP45,2075,spring,max,SST,12.9796460866928
4852,SUM,RCP45,2075,spring,max,Tbtm,19.0555016994476
4853,TH,RCP45,2075,spring,max,Tbtm,7.20625674724579
4854,MASI,RCP45,2075,spring,max,Tbtm,11.7588535547256
4855,SAC,RCP45,2075,spring,max,Tbtm,11.6697582006454
4856,PRJ,RCP45,2075,spring,max,Tbtm,6.06922322511673
4857,HEB,RCP45,2075,spring,max,Tbtm,5.84819293022156
4858,L3F,RCP45,2075,spring,max,Tbtm,6.41560518741608
4859,SAM,RCP45,2075,spring,max,Tbtm,5.17308306694031
4860,MASS,RCP45,2075,spring,max,Tbtm,9.87417280673981
4861,PORT,RCP45,2075,spring,max,Tbtm,11.6694903373718
4862,POK,RCP45,2075,spring,max,Tbtm,11.6648335456848
4863,POUL,RCP45,2075,spring,max,Tbtm,5.83903801441193
4864,NRIV,RCP45,2075,spring,max,Tbtm,11.0121792554855
4865,BUCK,RCP45,2075,spring,max,Tbtm,10.2705523967743
4866,PETITE,RCP45,2075,spring,max,Tbtm,12.3953192234039
4867,RIM,RCP45,2075,spring,max,Tbtm,4.27159702777863
4868,SEPT,RCP45,2075,spring,max,Tbtm,10.9217123985291
4869,CH33,RCP45,2075,spring,max,Tbtm,8.98463177680969
4870,CH38,RCP45,2075,spring,max,Tbtm,10.3688652515411
4871,MELM,RCP45,2075,spring,max,Tbtm,17.0353157520294
4872,GreatBay,RCP45,2075,spring,max,Tbtm,7.1476958990097
4873,SUM,RCP85,2075,spring,max,Sbtm,26.732864767313
4874,TH,RCP85,2075,spring,max,Sbtm,30.3598655760288
4875,MASI,RCP85,2075,spring,max,Sbtm,30.3038932681084
4876,SAC,RCP85,2075,spring,max,Sbtm,30.313567340374
4877,PRJ,RCP85,2075,spring,max,Sbtm,30.7235721647739
4878,HEB,RCP85,2075,spring,max,Sbtm,30.7261966764927
4879,L3F,RCP85,2075,spring,max,Sbtm,30.5853816866875
4880,SAM,RCP85,2075,spring,max,Sbtm,31.2481315582991
4881,MASS,RCP85,2075,spring,max,Sbtm,30.5404979586601
4882,PORT,RCP85,2075,spring,max,Sbtm,30.5786083340645
4883,POK,RCP85,2075,spring,max,Sbtm,28.4740787744522
4884,POUL,RCP85,2075,spring,max,Sbtm,30.1462486386299
4885,NRIV,RCP85,2075,spring,max,Sbtm,29.0931877195835
4886,BUCK,RCP85,2075,spring,max,Sbtm,31.1237567961216
4887,PETITE,RCP85,2075,spring,max,Sbtm,30.0881752073765
4888,RIM,RCP85,2075,spring,max,Sbtm,32.9944625869393
4889,SEPT,RCP85,2075,spring,max,Sbtm,30.4482421875
4890,CH33,RCP85,2075,spring,max,Sbtm,22.3610073104501
4891,CH38,RCP85,2075,spring,max,Sbtm,20.0074308365583
4892,MELM,RCP85,2075,spring,max,Sbtm,26.196659848094
4893,GreatBay,RCP85,2075,spring,max,Sbtm,31.133403018117
4894,SUM,RCP85,2075,spring,max,SSS,26.6712795197964
4895,TH,RCP85,2075,spring,max,SSS,30.1193920075893
4896,MASI,RCP85,2075,spring,max,SSS,30.2949996888638
4897,SAC,RCP85,2075,spring,max,SSS,30.2740364074707
4898,PRJ,RCP85,2075,spring,max,SSS,30.4017463624477
4899,HEB,RCP85,2075,spring,max,SSS,30.3762142062187
4900,L3F,RCP85,2075,spring,max,SSS,30.2881851196289
4901,SAM,RCP85,2075,spring,max,SSS,30.3182705044746
4902,MASS,RCP85,2075,spring,max,SSS,29.2113983035088
4903,PORT,RCP85,2075,spring,max,SSS,30.2325519621372
4904,POK,RCP85,2075,spring,max,SSS,28.2814480066299
4905,POUL,RCP85,2075,spring,max,SSS,29.9135437011719
4906,NRIV,RCP85,2075,spring,max,SSS,28.8799449801445
4907,BUCK,RCP85,2075,spring,max,SSS,31.0997890532017
4908,PETITE,RCP85,2075,spring,max,SSS,30.3924373611808
4909,RIM,RCP85,2075,spring,max,SSS,23.1714122891426
4910,SEPT,RCP85,2075,spring,max,SSS,27.5166088342667
4911,CH33,RCP85,2075,spring,max,SSS,22.1199163421988
4912,CH38,RCP85,2075,spring,max,SSS,19.4984836578369
4913,MELM,RCP85,2075,spring,max,SSS,26.223560333252
4914,GreatBay,RCP85,2075,spring,max,SSS,29.8397300839424
4915,SUM,RCP85,2075,spring,max,SST,20.0822787284851
4916,TH,RCP85,2075,spring,max,SST,10.4130976200104
4917,MASI,RCP85,2075,spring,max,SST,12.7008310556412
4918,SAC,RCP85,2075,spring,max,SST,13.0632164478302
4919,PRJ,RCP85,2075,spring,max,SST,11.4852845668793
4920,HEB,RCP85,2075,spring,max,SST,11.6970117092133
4921,L3F,RCP85,2075,spring,max,SST,10.4799566268921
4922,SAM,RCP85,2075,spring,max,SST,11.4406456947327
4923,MASS,RCP85,2075,spring,max,SST,15.1742359399796
4924,PORT,RCP85,2075,spring,max,SST,13.2341967821121
4925,POK,RCP85,2075,spring,max,SST,13.2411592006683
4926,POUL,RCP85,2075,spring,max,SST,10.6995048522949
4927,NRIV,RCP85,2075,spring,max,SST,11.925354719162
4928,BUCK,RCP85,2075,spring,max,SST,10.8426526784897
4929,PETITE,RCP85,2075,spring,max,SST,14.0452947616577
4930,RIM,RCP85,2075,spring,max,SST,13.007869720459
4931,SEPT,RCP85,2075,spring,max,SST,11.8167777061462
4932,CH33,RCP85,2075,spring,max,SST,9.61788749694824
4933,CH38,RCP85,2075,spring,max,SST,10.9929242134094
4934,MELM,RCP85,2075,spring,max,SST,17.9916014671326
4935,GreatBay,RCP85,2075,spring,max,SST,13.5992195606232
4936,SUM,RCP85,2075,spring,max,Tbtm,19.9403648376465
4937,TH,RCP85,2075,spring,max,Tbtm,7.87398552894592
4938,MASI,RCP85,2075,spring,max,Tbtm,12.5199890136719
4939,SAC,RCP85,2075,spring,max,Tbtm,12.3744828701019
4940,PRJ,RCP85,2075,spring,max,Tbtm,6.68725574016571
4941,HEB,RCP85,2075,spring,max,Tbtm,6.44897508621216
4942,L3F,RCP85,2075,spring,max,Tbtm,7.03116130828857
4943,SAM,RCP85,2075,spring,max,Tbtm,5.76981556415558
4944,MASS,RCP85,2075,spring,max,Tbtm,10.3851883411407
4945,PORT,RCP85,2075,spring,max,Tbtm,12.2536200284958
4946,POK,RCP85,2075,spring,max,Tbtm,12.1908206939697
4947,POUL,RCP85,2075,spring,max,Tbtm,6.4836163520813
4948,NRIV,RCP85,2075,spring,max,Tbtm,11.6724677085876
4949,BUCK,RCP85,2075,spring,max,Tbtm,10.8072915077209
4950,PETITE,RCP85,2075,spring,max,Tbtm,13.1552515029907
4951,RIM,RCP85,2075,spring,max,Tbtm,4.86101412773132
4952,SEPT,RCP85,2075,spring,max,Tbtm,11.6163656711578
4953,CH33,RCP85,2075,spring,max,Tbtm,10.2433929443359
4954,CH38,RCP85,2075,spring,max,Tbtm,11.6686058044434
4955,MELM,RCP85,2075,spring,max,Tbtm,17.8475399017334
4956,GreatBay,RCP85,2075,spring,max,Tbtm,7.50011849403381
4957,SUM,RCP45,2075,spring,mean,Sbtm,25.6566177606583
4958,TH,RCP45,2075,spring,mean,Sbtm,30.2316100299358
4959,MASI,RCP45,2075,spring,mean,Sbtm,30.2720187008381
4960,SAC,RCP45,2075,spring,mean,Sbtm,30.2894374728203
4961,PRJ,RCP45,2075,spring,mean,Sbtm,30.5819368362427
4962,HEB,RCP45,2075,spring,mean,Sbtm,30.5974731445312
4963,L3F,RCP45,2075,spring,mean,Sbtm,30.4227214157581
4964,SAM,RCP45,2075,spring,mean,Sbtm,30.7811146378517
4965,MASS,RCP45,2075,spring,mean,Sbtm,30.3891078233719
4966,PORT,RCP45,2075,spring,mean,Sbtm,30.3173194229603
